image,class,xmin,ymin,xmax,ymax
images\Missing_hole\09_missing_hole_07.jpg,missing_hole,846,1343,902,1400
images\Missing_hole\09_missing_hole_07.jpg,missing_hole,2187,100,2245,163
images\Missing_hole\09_missing_hole_08.jpg,missing_hole,638,353,700,410
images\Missing_hole\09_missing_hole_08.jpg,missing_hole,176,1107,233,1166
images\Missing_hole\09_missing_hole_08.jpg,missing_hole,1266,1063,1323,1122
images\Missing_hole\09_missing_hole_08.jpg,missing_hole,256,1449,308,1510
images\Missing_hole\09_missing_hole_08.jpg,missing_hole,2481,676,2540,731
images\Missing_hole\09_missing_hole_09.jpg,missing_hole,2631,966,2686,1025
images\Missing_hole\09_missing_hole_09.jpg,missing_hole,2467,1553,2528,1612
images\Missing_hole\09_missing_hole_09.jpg,missing_hole,1536,1350,1610,1410
images\Missing_hole\09_missing_hole_09.jpg,missing_hole,772,1054,835,1117
images\Missing_hole\09_missing_hole_09.jpg,missing_hole,1197,643,1256,703
images\Missing_hole\09_missing_hole_10.jpg,missing_hole,1194,643,1256,707
images\Missing_hole\09_missing_hole_10.jpg,missing_hole,1545,356,1613,425
images\Missing_hole\09_missing_hole_10.jpg,missing_hole,1333,1061,1394,1125
images\Missing_hole\09_missing_hole_10.jpg,missing_hole,2007,1551,2072,1615
images\Missing_hole\09_missing_hole_10.jpg,missing_hole,566,636,628,705
images\Missing_hole\10_missing_hole_01.jpg,missing_hole,1346,677,1479,789
images\Missing_hole\10_missing_hole_01.jpg,missing_hole,1907,490,1982,571
images\Missing_hole\10_missing_hole_01.jpg,missing_hole,1963,651,2053,727
images\Missing_hole\10_missing_hole_01.jpg,missing_hole,1794,1144,1891,1234
images\Missing_hole\10_missing_hole_01.jpg,missing_hole,1017,1270,1111,1350
images\Missing_hole\10_missing_hole_02.jpg,missing_hole,945,692,1052,780
images\Missing_hole\10_missing_hole_02.jpg,missing_hole,588,783,717,892
images\Missing_hole\10_missing_hole_02.jpg,missing_hole,908,1085,1003,1164
images\Missing_hole\10_missing_hole_02.jpg,missing_hole,1419,1113,1491,1174
images\Missing_hole\10_missing_hole_02.jpg,missing_hole,2014,1351,2085,1431
images\Missing_hole\10_missing_hole_03.jpg,missing_hole,1301,335,1363,399
images\Missing_hole\10_missing_hole_03.jpg,missing_hole,1521,786,1592,854
images\Missing_hole\10_missing_hole_03.jpg,missing_hole,1420,1112,1488,1179
images\Missing_hole\10_missing_hole_03.jpg,missing_hole,1062,1428,1158,1516
images\Missing_hole\10_missing_hole_03.jpg,missing_hole,1340,1482,1408,1551
images\Missing_hole\10_missing_hole_04.jpg,missing_hole,720,971,843,1106
images\Missing_hole\10_missing_hole_04.jpg,missing_hole,1340,1480,1407,1547
images\Missing_hole\10_missing_hole_04.jpg,missing_hole,1659,1164,1743,1258
images\Missing_hole\10_missing_hole_04.jpg,missing_hole,2013,944,2088,1021
images\Missing_hole\10_missing_hole_04.jpg,missing_hole,1911,1567,1988,1635
images\Missing_hole\10_missing_hole_05.jpg,missing_hole,1062,508,1153,592
images\Missing_hole\10_missing_hole_05.jpg,missing_hole,1632,258,1727,348
images\Missing_hole\10_missing_hole_05.jpg,missing_hole,940,692,1062,783
images\Missing_hole\10_missing_hole_05.jpg,missing_hole,1330,1637,1414,1715
images\Missing_hole\10_missing_hole_05.jpg,missing_hole,110,1796,223,1913
images\Missing_hole\11_missing_hole_01.jpg,missing_hole,757,439,829,526
images\Missing_hole\11_missing_hole_01.jpg,missing_hole,1227,596,1306,673
images\Missing_hole\11_missing_hole_01.jpg,missing_hole,1425,773,1512,862
images\Missing_hole\11_missing_hole_01.jpg,missing_hole,1437,1267,1507,1360
images\Missing_hole\11_missing_hole_01.jpg,missing_hole,1196,1747,1275,1832
images\Missing_hole\11_missing_hole_02.jpg,missing_hole,1158,222,1255,314
images\Missing_hole\11_missing_hole_02.jpg,missing_hole,1025,960,1096,1055
images\Missing_hole\11_missing_hole_02.jpg,missing_hole,1434,1260,1507,1363
images\Missing_hole\11_missing_hole_02.jpg,missing_hole,512,1265,586,1357
images\Missing_hole\11_missing_hole_02.jpg,missing_hole,1594,1862,1668,1958
images\Missing_hole\11_missing_hole_03.jpg,missing_hole,1420,447,1517,539
images\Missing_hole\11_missing_hole_03.jpg,missing_hole,953,747,1045,829
images\Missing_hole\11_missing_hole_03.jpg,missing_hole,294,740,389,824
images\Missing_hole\11_missing_hole_03.jpg,missing_hole,717,970,778,1044
images\Missing_hole\11_missing_hole_03.jpg,missing_hole,619,1442,681,1526
images\Missing_hole\11_missing_hole_04.jpg,missing_hole,411,747,476,813
images\Missing_hole\11_missing_hole_04.jpg,missing_hole,1553,683,1639,758
images\Missing_hole\11_missing_hole_04.jpg,missing_hole,1420,1467,1502,1553
images\Missing_hole\11_missing_hole_04.jpg,missing_hole,863,1747,935,1839
images\Missing_hole\11_missing_hole_04.jpg,missing_hole,116,1776,255,1916
images\Missing_hole\11_missing_hole_05.jpg,missing_hole,1755,1749,1834,1842
images\Missing_hole\11_missing_hole_05.jpg,missing_hole,1417,1744,1499,1832
images\Missing_hole\11_missing_hole_05.jpg,missing_hole,2022,1806,2122,1899
images\Missing_hole\11_missing_hole_05.jpg,missing_hole,861,1749,939,1837
images\Missing_hole\11_missing_hole_05.jpg,missing_hole,1145,1868,1217,1952
images\Missing_hole\11_missing_hole_06.jpg,missing_hole,1076,862,1150,940
images\Missing_hole\11_missing_hole_06.jpg,missing_hole,1161,729,1242,826
images\Missing_hole\11_missing_hole_06.jpg,missing_hole,1507,868,1586,947
images\Missing_hole\11_missing_hole_06.jpg,missing_hole,819,1268,896,1360
images\Missing_hole\11_missing_hole_06.jpg,missing_hole,527,1752,611,1837
images\Missing_hole\11_missing_hole_07.jpg,missing_hole,1170,737,1240,817
images\Missing_hole\11_missing_hole_07.jpg,missing_hole,1330,968,1407,1049
images\Missing_hole\11_missing_hole_07.jpg,missing_hole,512,962,591,1039
images\Missing_hole\11_missing_hole_07.jpg,missing_hole,714,1885,761,1931
images\Missing_hole\11_missing_hole_07.jpg,missing_hole,820,1881,868,1931
images\Missing_hole\11_missing_hole_08.jpg,missing_hole,1317,1542,1380,1617
images\Missing_hole\11_missing_hole_08.jpg,missing_hole,1129,1283,1193,1353
images\Missing_hole\11_missing_hole_08.jpg,missing_hole,1432,962,1506,1047
images\Missing_hole\11_missing_hole_08.jpg,missing_hole,722,967,786,1047
images\Missing_hole\11_missing_hole_08.jpg,missing_hole,425,1537,512,1616
images\Missing_hole\11_missing_hole_09.jpg,missing_hole,857,224,937,313
images\Missing_hole\11_missing_hole_09.jpg,missing_hole,912,593,983,673
images\Missing_hole\11_missing_hole_09.jpg,missing_hole,1548,552,1637,637
images\Missing_hole\11_missing_hole_09.jpg,missing_hole,712,1265,793,1350
images\Missing_hole\11_missing_hole_09.jpg,missing_hole,1302,1749,1389,1834
images\Missing_hole\11_missing_hole_10.jpg,missing_hole,950,737,1047,835
images\Missing_hole\11_missing_hole_10.jpg,missing_hole,294,740,391,821
images\Missing_hole\11_missing_hole_10.jpg,missing_hole,816,968,889,1045
images\Missing_hole\11_missing_hole_10.jpg,missing_hole,1416,1468,1506,1549
images\Missing_hole\11_missing_hole_10.jpg,missing_hole,611,1449,686,1522
images\Missing_hole\12_missing_hole_01.jpg,missing_hole,2218,983,2278,1044
images\Missing_hole\12_missing_hole_01.jpg,missing_hole,1809,257,1862,321
images\Missing_hole\12_missing_hole_01.jpg,missing_hole,1595,1234,1657,1283
images\Missing_hole\12_missing_hole_01.jpg,missing_hole,1087,1712,1151,1777
images\Missing_hole\12_missing_hole_01.jpg,missing_hole,1647,1964,1698,2026
images\Missing_hole\12_missing_hole_02.jpg,missing_hole,2220,1090,2275,1146
images\Missing_hole\12_missing_hole_02.jpg,missing_hole,1089,1712,1147,1775
images\Missing_hole\12_missing_hole_02.jpg,missing_hole,586,889,644,949
images\Missing_hole\12_missing_hole_02.jpg,missing_hole,1642,1954,1706,2034
images\Missing_hole\12_missing_hole_02.jpg,missing_hole,2176,1275,2234,1337
images\Missing_hole\12_missing_hole_03.jpg,missing_hole,1549,832,1604,894
images\Missing_hole\12_missing_hole_03.jpg,missing_hole,378,1095,444,1157
images\Missing_hole\12_missing_hole_03.jpg,missing_hole,258,1375,331,1464
images\Missing_hole\12_missing_hole_03.jpg,missing_hole,980,1955,1047,2024
images\Missing_hole\12_missing_hole_03.jpg,missing_hole,1637,1964,1707,2030
images\Missing_hole\12_missing_hole_03.jpg,missing_hole,149,1708,222,1772
images\Missing_hole\12_missing_hole_04.jpg,missing_hole,1289,1326,1338,1381
images\Missing_hole\12_missing_hole_04.jpg,missing_hole,1493,1412,1547,1463
images\Missing_hole\12_missing_hole_04.jpg,missing_hole,1498,1017,1546,1072
images\Missing_hole\12_missing_hole_04.jpg,missing_hole,1908,1010,1964,1079
images\Missing_hole\12_missing_hole_04.jpg,missing_hole,1316,446,1362,495
images\Missing_hole\12_missing_hole_05.jpg,missing_hole,878,879,927,930
images\Missing_hole\12_missing_hole_05.jpg,missing_hole,1262,1152,1307,1203
images\Missing_hole\12_missing_hole_05.jpg,missing_hole,1077,1324,1135,1379
images\Missing_hole\12_missing_hole_05.jpg,missing_hole,2006,1324,2066,1388
images\Missing_hole\12_missing_hole_05.jpg,missing_hole,2318,884,2382,946
images\Missing_hole\12_missing_hole_05.jpg,missing_hole,1644,1710,1707,1782
images\Missing_hole\12_missing_hole_06.jpg,missing_hole,1184,1015,1237,1077
images\Missing_hole\12_missing_hole_06.jpg,missing_hole,1597,1014,1655,1077
images\Missing_hole\12_missing_hole_06.jpg,missing_hole,2218,981,2282,1043
images\Missing_hole\12_missing_hole_06.jpg,missing_hole,1129,1466,1184,1530
images\Missing_hole\12_missing_hole_06.jpg,missing_hole,380,1097,442,1154
images\Missing_hole\12_missing_hole_07.jpg,missing_hole,1546,628,1607,694
images\Missing_hole\12_missing_hole_07.jpg,missing_hole,1805,1013,1862,1079
images\Missing_hole\12_missing_hole_07.jpg,missing_hole,1386,1233,1450,1289
images\Missing_hole\12_missing_hole_07.jpg,missing_hole,662,1034,717,1092
images\Missing_hole\12_missing_hole_07.jpg,missing_hole,1911,255,1965,319
images\Missing_hole\12_missing_hole_08.jpg,missing_hole,2203,1715,2266,1781
images\Missing_hole\12_missing_hole_08.jpg,missing_hole,382,1046,438,1095
images\Missing_hole\12_missing_hole_08.jpg,missing_hole,504,686,562,741
images\Missing_hole\12_missing_hole_08.jpg,missing_hole,809,1957,875,2026
images\Missing_hole\12_missing_hole_08.jpg,missing_hole,875,263,937,314
images\Missing_hole\12_missing_hole_09.jpg,missing_hole,2118,259,2177,323
images\Missing_hole\12_missing_hole_09.jpg,missing_hole,842,1270,898,1332
images\Missing_hole\12_missing_hole_09.jpg,missing_hole,1137,1008,1187,1072
images\Missing_hole\12_missing_hole_09.jpg,missing_hole,2078,1086,2129,1130
images\Missing_hole\12_missing_hole_09.jpg,missing_hole,1438,1321,1498,1384
images\Missing_hole\12_missing_hole_10.jpg,missing_hole,1387,1232,1451,1292
images\Missing_hole\12_missing_hole_10.jpg,missing_hole,1649,1021,1704,1079
images\Missing_hole\12_missing_hole_10.jpg,missing_hole,877,883,933,941
images\Missing_hole\12_missing_hole_10.jpg,missing_hole,693,769,740,816
images\Missing_hole\12_missing_hole_10.jpg,missing_hole,1960,1323,2018,1392
images\Mouse_bite\01_mouse_bite_01.jpg,mouse_bite,1518,913,1547,958
images\Mouse_bite\01_mouse_bite_01.jpg,mouse_bite,2020,1260,2046,1302
images\Mouse_bite\01_mouse_bite_01.jpg,mouse_bite,2595,888,2620,920
images\Mouse_bite\01_mouse_bite_02.jpg,mouse_bite,1526,1165,1571,1209
images\Mouse_bite\01_mouse_bite_02.jpg,mouse_bite,1985,951,2022,988
images\Mouse_bite\01_mouse_bite_02.jpg,mouse_bite,785,1035,824,1073
images\Mouse_bite\01_mouse_bite_03.jpg,mouse_bite,1019,500,1079,558
images\Mouse_bite\01_mouse_bite_03.jpg,mouse_bite,1264,1067,1301,1100
images\Mouse_bite\01_mouse_bite_03.jpg,mouse_bite,1683,638,1723,677
images\Mouse_bite\01_mouse_bite_04.jpg,mouse_bite,1940,757,1974,785
images\Mouse_bite\01_mouse_bite_04.jpg,mouse_bite,2590,892,2624,929
images\Mouse_bite\01_mouse_bite_04.jpg,mouse_bite,2564,545,2603,583
images\Mouse_bite\01_mouse_bite_05.jpg,mouse_bite,2151,1155,2184,1191
images\Mouse_bite\01_mouse_bite_05.jpg,mouse_bite,2164,296,2205,331
images\Mouse_bite\01_mouse_bite_05.jpg,mouse_bite,2201,615,2233,654
images\Mouse_bite\01_mouse_bite_06.jpg,mouse_bite,1198,1312,1244,1350
images\Mouse_bite\01_mouse_bite_06.jpg,mouse_bite,2629,319,2665,352
images\Mouse_bite\01_mouse_bite_06.jpg,mouse_bite,2821,824,2853,872
images\Mouse_bite\01_mouse_bite_07.jpg,mouse_bite,1471,403,1508,461
images\Mouse_bite\01_mouse_bite_07.jpg,mouse_bite,441,916,476,947
images\Mouse_bite\01_mouse_bite_07.jpg,mouse_bite,663,1302,702,1343
images\Mouse_bite\01_mouse_bite_08.jpg,mouse_bite,1018,1281,1058,1318
images\Mouse_bite\01_mouse_bite_08.jpg,mouse_bite,837,1099,874,1147
images\Mouse_bite\01_mouse_bite_09.jpg,mouse_bite,957,886,990,916
images\Mouse_bite\01_mouse_bite_09.jpg,mouse_bite,176,1113,207,1144
images\Mouse_bite\01_mouse_bite_09.jpg,mouse_bite,597,803,626,840
images\Mouse_bite\01_mouse_bite_10.jpg,mouse_bite,1694,642,1729,677
images\Mouse_bite\01_mouse_bite_10.jpg,mouse_bite,445,423,505,464
images\Mouse_bite\01_mouse_bite_11.jpg,mouse_bite,1199,966,1234,1004
images\Mouse_bite\01_mouse_bite_11.jpg,mouse_bite,2042,755,2073,786
images\Mouse_bite\01_mouse_bite_11.jpg,mouse_bite,1472,607,1507,639
images\Mouse_bite\01_mouse_bite_12.jpg,mouse_bite,2594,882,2625,918
images\Mouse_bite\01_mouse_bite_12.jpg,mouse_bite,2819,1210,2854,1253
images\Mouse_bite\01_mouse_bite_12.jpg,mouse_bite,2664,318,2704,354
images\Mouse_bite\01_mouse_bite_13.jpg,mouse_bite,1223,1369,1264,1410
images\Mouse_bite\01_mouse_bite_13.jpg,mouse_bite,1539,1162,1577,1202
images\Mouse_bite\01_mouse_bite_13.jpg,mouse_bite,1550,1288,1586,1326
images\Mouse_bite\01_mouse_bite_14.jpg,mouse_bite,731,1396,768,1430
images\Mouse_bite\01_mouse_bite_14.jpg,mouse_bite,444,915,476,949
images\Mouse_bite\01_mouse_bite_15.jpg,mouse_bite,601,1053,635,1084
images\Mouse_bite\01_mouse_bite_15.jpg,mouse_bite,2651,558,2684,591
images\Mouse_bite\01_mouse_bite_16.jpg,mouse_bite,2547,318,2582,352
images\Mouse_bite\01_mouse_bite_16.jpg,mouse_bite,2210,1113,2249,1160
images\Mouse_bite\01_mouse_bite_16.jpg,mouse_bite,2768,306,2795,344
images\Mouse_bite\01_mouse_bite_17.jpg,mouse_bite,2168,854,2200,887
images\Mouse_bite\01_mouse_bite_17.jpg,mouse_bite,1513,919,1545,957
images\Mouse_bite\01_mouse_bite_17.jpg,mouse_bite,2727,1245,2761,1289
images\Mouse_bite\01_mouse_bite_18.jpg,mouse_bite,391,1395,427,1428
images\Mouse_bite\01_mouse_bite_19.jpg,mouse_bite,724,1222,755,1258
images\Mouse_bite\01_mouse_bite_19.jpg,mouse_bite,645,1286,689,1329
images\Mouse_bite\01_mouse_bite_20.jpg,mouse_bite,1339,1366,1382,1410
images\Mouse_bite\01_mouse_bite_20.jpg,mouse_bite,995,1312,1040,1351
images\Mouse_bite\01_mouse_bite_20.jpg,mouse_bite,792,1296,834,1340
images\Mouse_bite\04_mouse_bite_01.jpg,mouse_bite,986,2115,1093,2195
images\Mouse_bite\04_mouse_bite_01.jpg,mouse_bite,1895,1448,1979,1537
images\Mouse_bite\04_mouse_bite_01.jpg,mouse_bite,1773,1139,1855,1190
images\Mouse_bite\04_mouse_bite_02.jpg,mouse_bite,762,1159,833,1201
images\Mouse_bite\04_mouse_bite_02.jpg,mouse_bite,537,1468,582,1531
images\Mouse_bite\04_mouse_bite_02.jpg,mouse_bite,1533,1875,1619,1926
images\Mouse_bite\04_mouse_bite_03.jpg,mouse_bite,2010,435,2084,482
images\Mouse_bite\04_mouse_bite_03.jpg,mouse_bite,2157,862,2208,935
images\Mouse_bite\04_mouse_bite_03.jpg,mouse_bite,1153,473,1208,539
images\Mouse_bite\04_mouse_bite_04.jpg,mouse_bite,113,995,171,1064
images\Mouse_bite\04_mouse_bite_04.jpg,mouse_bite,853,1081,926,1137
images\Mouse_bite\04_mouse_bite_04.jpg,mouse_bite,262,541,328,610
images\Mouse_bite\04_mouse_bite_05.jpg,mouse_bite,701,642,762,724
images\Mouse_bite\04_mouse_bite_05.jpg,mouse_bite,1106,621,1170,688
images\Mouse_bite\04_mouse_bite_05.jpg,mouse_bite,1595,473,1648,551
images\Mouse_bite\04_mouse_bite_06.jpg,mouse_bite,397,2231,497,2299
images\Mouse_bite\04_mouse_bite_06.jpg,mouse_bite,2382,1790,2468,1853
images\Mouse_bite\04_mouse_bite_06.jpg,mouse_bite,2562,1581,2635,1631
images\Mouse_bite\04_mouse_bite_07.jpg,mouse_bite,1257,1197,1342,1253
images\Mouse_bite\04_mouse_bite_07.jpg,mouse_bite,2410,1137,2470,1221
images\Mouse_bite\04_mouse_bite_07.jpg,mouse_bite,751,1206,824,1257
images\Mouse_bite\04_mouse_bite_08.jpg,mouse_bite,1474,1069,1555,1146
images\Mouse_bite\04_mouse_bite_08.jpg,mouse_bite,426,1357,481,1419
images\Mouse_bite\04_mouse_bite_08.jpg,mouse_bite,1739,811,1795,875
images\Mouse_bite\04_mouse_bite_09.jpg,mouse_bite,1126,1495,1182,1561
images\Mouse_bite\04_mouse_bite_09.jpg,mouse_bite,1673,1508,1726,1573
images\Mouse_bite\04_mouse_bite_09.jpg,mouse_bite,1959,1353,2026,1451
images\Mouse_bite\04_mouse_bite_10.jpg,mouse_bite,1588,1861,1673,1928
images\Mouse_bite\04_mouse_bite_10.jpg,mouse_bite,591,1386,657,1477
images\Mouse_bite\04_mouse_bite_10.jpg,mouse_bite,488,1601,542,1686
images\Mouse_bite\04_mouse_bite_11.jpg,mouse_bite,1659,271,1751,335
images\Mouse_bite\04_mouse_bite_11.jpg,mouse_bite,1208,1151,1299,1222
images\Mouse_bite\04_mouse_bite_11.jpg,mouse_bite,2273,751,2353,821
images\Mouse_bite\04_mouse_bite_12.jpg,mouse_bite,2302,439,2393,508
images\Mouse_bite\04_mouse_bite_12.jpg,mouse_bite,473,504,575,573
images\Mouse_bite\04_mouse_bite_12.jpg,mouse_bite,513,1015,606,1070
images\Mouse_bite\04_mouse_bite_13.jpg,mouse_bite,855,1237,957,1304
images\Mouse_bite\04_mouse_bite_13.jpg,mouse_bite,2084,1093,2177,1166
images\Mouse_bite\04_mouse_bite_13.jpg,mouse_bite,871,1801,930,1881
images\Mouse_bite\04_mouse_bite_14.jpg,mouse_bite,748,1126,824,1177
images\Mouse_bite\04_mouse_bite_14.jpg,mouse_bite,2222,1208,2282,1297
images\Mouse_bite\04_mouse_bite_14.jpg,mouse_bite,1973,1735,2053,1802
images\Mouse_bite\04_mouse_bite_15.jpg,mouse_bite,1666,1202,1751,1259
images\Mouse_bite\04_mouse_bite_15.jpg,mouse_bite,593,1335,651,1415
images\Mouse_bite\04_mouse_bite_15.jpg,mouse_bite,1571,715,1646,795
images\Mouse_bite\04_mouse_bite_16.jpg,mouse_bite,1795,806,1841,875
images\Mouse_bite\04_mouse_bite_16.jpg,mouse_bite,2048,655,2117,733
images\Mouse_bite\04_mouse_bite_16.jpg,mouse_bite,1771,1259,1861,1313
images\Mouse_bite\04_mouse_bite_17.jpg,mouse_bite,1219,264,1275,348
images\Mouse_bite\04_mouse_bite_17.jpg,mouse_bite,891,1021,950,1099
images\Mouse_bite\04_mouse_bite_17.jpg,mouse_bite,1993,961,2082,1024
images\Mouse_bite\04_mouse_bite_18.jpg,mouse_bite,1810,1088,1891,1150
images\Mouse_bite\04_mouse_bite_18.jpg,mouse_bite,593,1368,655,1448
images\Mouse_bite\04_mouse_bite_18.jpg,mouse_bite,1626,890,1681,957
images\Mouse_bite\04_mouse_bite_19.jpg,mouse_bite,1175,1626,1237,1704
